Time (s),Volume (m^3),NH2_X(8),NH_X(9),NHO_X(10),H2O_X(11),He,NOX,OX,NX,OHX,NH3X,Ar,Ne,X(1),O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),HX(13)
1.1777746897447746e-08,0.04813658495077032,3.5043358443627716e-08,1.5273761108036046e-05,3.755679343822568e-13,8.659557932246349e-06,0.054,8.800704187366233e-13,0.001426669184308479,0.00015010064370181802,1.7189764123682675e-07,0.00025118456812622857,0.0,0.0,0.02662819211910288,0.8791677956141272,0.00022890813061098768,1.334311036725224e-13,3.868640744829646e-21,0.06558340598218297,2.941623108332753e-22,5.5772261441986315e-06
1.178643038580194e-08,0.04813658495077032,3.501936057923179e-08,1.5274827049958578e-05,3.75859487935907e-13,8.660289309786455e-06,0.054,8.821631687829319e-13,0.0014276194865927728,0.00015023659896363654,1.7190376038655024e-07,0.000251173861111719,0.0,0.0,0.0266271184523752,0.8791672170522222,0.00022911421463761987,1.3378806059201418e-13,3.880455845335891e-21,0.0655832796919885,2.9537030413579653e-22,5.573562897143624e-06
1.1795113874156134e-08,0.04813658495077032,3.4995392922719506e-08,1.5275890273329638e-05,3.761510090073541e-13,8.661018546828638e-06,0.054,8.842591991731365e-13,0.0014285697025133359,0.00015037255238707376,1.7190986040554053e-07,0.00025116315517054524,0.0,0.0,0.026626044873153645,0.8791666385373519,0.0002293202931179931,1.341456641420491e-13,3.892297391504396e-21,0.06558315340524741,2.965822650027437e-22,5.569904120707845e-06
1.1803797362510328e-08,0.04813658495077032,3.4971455418718706e-08,1.527695078429725e-05,3.7644249760514016e-13,8.661745647940858e-06,0.054,8.863585122639075e-13,0.0014295198320992263,0.00015050850395368812,1.719159413349997e-07,0.00025115245030294975,0.0,0.0,0.026624971381424688,0.8791660600695107,0.000229526366029992,1.3450391489898609e-13,3.9041654199564256e-21,0.06558302712197184,2.977982031250449e-22,5.566249806860718e-06
1.1812480850864522e-08,0.04813658495077032,3.4947548011998226e-08,1.5278008588991723e-05,3.7673395374881223e-13,8.662470617678865e-06,0.054,8.88461110411309e-13,0.0014304698753794484,0.0001506444536450896,1.7192200321600738e-07,0.00025114174650916706,0.0,0.0,0.026623897977174817,0.8791654816486928,0.00022973243335156407,1.3486281343907252e-13,3.916059967329425e-21,0.06558290084217382,2.9901812820882986e-22,5.562599947590559e-06
1.1821164339218716e-08,0.04813658495077032,3.492367064744706e-08,1.5279063693525715e-05,3.770253774474583e-13,8.663193460586223e-06,0.054,8.905669959707987e-13,0.0014314198323829546,0.00015078040144293983,1.7192804608954103e-07,0.00025113104378942383,0.0,0.0,0.026622824660390544,0.8791649032748924,0.0002299384950607189,1.35222360338444e-13,3.927981070276983e-21,0.0655827745658654,3.002420499754397e-22,5.558954534904516e-06
1.182984782757291e-08,0.04813658495077032,3.489982327009852e-08,1.5280116103994284e-05,3.773167687200326e-13,8.663914181194383e-06,0.054,8.926761712972292e-13,0.0014323697031386451,0.00015091634732895172,1.7193406999645273e-07,0.00025112034214393885,0.0,0.0,0.0266217514310584,0.8791643249481037,0.00023014455113552876,1.3558255617312433e-13,3.939928765468836e-21,0.06558264829305868,3.0146997816143624e-22,5.555313560828527e-06
1.1838531315927103e-08,0.04813658495077032,3.487600582510033e-08,1.5281165826474973e-05,3.7760812757611803e-13,8.664632784022675e-06,0.054,8.947886387448472e-13,0.0014333194876753684,0.00015105229128488918,1.7194007497749761e-07,0.00025110964157292316,0.0,0.0,0.026620678289164923,0.879163746668321,0.00023035060155412752,1.359434015190255e-13,3.9519030895908324e-21,0.0655825220237656,3.027019225186117e-22,5.551677017407251e-06
1.1847214804281297e-08,0.04813658495077032,3.4852218257749826e-08,1.528221286702786e-05,3.778994540341256e-13,8.665349273578395e-06,0.054,8.969044006672937e-13,0.0014342691860219207,0.00015118823329256725,1.7194606107330065e-07,0.00025109894207658,0.0,0.0,0.026619605234696694,0.8791631684355384,0.00023055664629471122,1.3630489695194762e-13,3.9639040793449304e-21,0.06558239575799817,3.03937892813998e-22,5.548044896704026e-06
1.1855898292635491e-08,0.04813658495077032,3.48284605134506e-08,1.528325723169561e-05,3.781907481040854e-13,8.666063654356813e-06,0.054,8.990234594176043e-13,0.001435218798207047,0.00015132417333385163,1.7195202832439752e-07,0.0002510882436551051,0.0,0.0,0.0266185322676403,0.8791625902497503,0.00023076268533553745,1.3666704304757866e-13,3.975931771449173e-21,0.06558226949576829,3.0517789882987664e-22,5.54441719080081e-06
1.1864581780989685e-08,0.04813658495077032,3.480473253776425e-08,1.5284298926503543e-05,3.7848200980391084e-13,8.666775930841224e-06,0.054,9.011458173482092e-13,0.0014361683242594405,0.0001514601113906589,1.7195797677118597e-07,0.00025107754630868703,0.0,0.0,0.026617459387982344,0.8791620121109506,0.00023096871865492514,1.3702984038149465e-13,3.987986202637672e-21,0.06558214323708793,3.064219503637879e-22,5.540793891798128e-06
1.187326526934388e-08,0.04813658495077032,3.478103427634664e-08,1.528533795745971e-05,3.787732391440354e-13,8.667486107502985e-06,0.054,9.032714768109336e-13,0.0014371177642077434,0.00015159604744495594,1.7196390645398562e-07,0.0002510668500375064,0.0,0.0,0.026616386595709453,0.8791614340191338,0.00023117474623125464,1.3739328952915945e-13,4.000067409660591e-21,0.06558201698196897,3.0767005722854035e-22,5.537174991815019e-06
1.1881948757698073e-08,0.04813658495077032,3.475736567502473e-08,1.5286374330554908e-05,3.79064436141918e-13,8.668194188801553e-06,0.054,9.054004401569977e-13,0.0014380671180805465,0.00015173198147876006,1.719698174129662e-07,0.00025105615484173675,0.0,0.0,0.02661531389080827,0.8791608559742942,0.00023138076804296722,1.3775739106592472e-13,4.0121754292841326e-21,0.06558189073042328,3.0892222925222037e-22,5.533560482988985e-06
1.1890632246052267e-08,0.04813658495077032,3.4733726679701844e-08,1.5287408051762824e-05,3.7935560080835387e-13,8.668900179184524e-06,0.054,9.075327097370163e-13,0.0014390163859063895,0.00015186791347413867,1.7197570968823588e-07,0.0002510454607215445,0.0,0.0,0.02661424127326546,0.879160277976426,0.00023158678406856508,1.381221455670299e-13,4.024310298290512e-21,0.06558176448246275,3.101784762782019e-22,5.529950357475937e-06
1.1899315734406461e-08,0.04813658495077032,3.471011723647308e-08,1.528843912703997e-05,3.796467331603876e-13,8.669604083087676e-06,0.054,9.09668287901e-13,0.0014399655677137617,0.00015200384341320917,1.7198158331973387e-07,0.00025103476767708853,0.0,0.0,0.026613168743067704,0.8791597000255233,0.00023179279428661115,1.3848755360760203e-13,4.036472053477955e-21,0.06558163823809912,3.1143880816515557e-22,5.526344607450137e-06
1.1907999222760655e-08,0.04813658495077032,3.468653729148243e-08,1.5289467562325905e-05,3.7993783320913705e-13,8.670305904935e-06,0.054,9.11807176998354e-13,0.0014409146635311007,0.00015213977127813893,1.7198743834736315e-07,0.0002510240757085208,0.0,0.0,0.026612096300201702,0.8791591221215804,0.00023199879867572866,1.3885361576265567e-13,4.048660731660663e-21,0.06558151199734427,3.1270323478705817e-22,5.522743225104156e-06
1.1916682711114849e-08,0.04813658495077032,3.466298679108513e-08,1.5290493363541065e-05,3.8022890097083277e-13,8.671005649137324e-06,0.054,9.139493793778053e-13,0.0014418636733867884,0.00015227569705115099,1.7199327481086897e-07,0.0002510133848159857,0.0,0.0,0.02661102394465418,0.8791585442645915,0.00023220479721460866,1.392203326070793e-13,4.0608763696707694e-21,0.06558138576020991,3.139717660350834e-22,5.5191462026509625e-06
1.1925366199469043e-08,0.04813658495077032,3.463946568172136e-08,1.5291516536593127e-05,3.805199364581624e-13,8.671703320096656e-06,0.054,9.160948973876247e-13,0.001442812597309169,0.0001524116207145056,1.719990927498354e-07,0.0002510026949996217,0.0,0.0,0.02660995167641186,0.879157966454551,0.00023241078988198746,1.3958770471567645e-13,4.073119004352427e-21,0.06558125952670782,3.152444118119568e-22,5.51555353231735e-06
1.1934049687823237e-08,0.04813658495077032,3.4615973909934016e-08,1.529253708737187e-05,3.808109396860994e-13,8.672398922202532e-06,0.054,9.18243733375441e-13,0.001443761435326532,0.00015254754225051576,1.7200489220386573e-07,0.0002509920062595604,0.0,0.0,0.026608879495461514,0.879157388691453,0.00023261677665666498,1.3995573266313082e-13,4.085388672566735e-21,0.06558113329684966,3.1652118203671086e-22,5.511965206349419e-06
1.194273317617743e-08,0.04813658495077032,3.459251142242489e-08,1.5293555021748868e-05,3.8110191066707066e-13,8.67309245983195e-06,0.054,9.2039588968823e-13,0.001444710187467113,0.00015268346164154747,1.7201067321236622e-07,0.00025098131859592596,0.0,0.0,0.0266078074017899,0.8791568109752917,0.0002328227575175057,1.4032441702400458e-13,4.097685411191994e-21,0.0655810070706472,3.178020866449514e-22,5.508381217012824e-06
1.1951416664531625e-08,0.04813658495077032,3.456907816600529e-08,1.5294570345578752e-05,3.813928494165882e-13,8.673783937350151e-06,0.054,9.225513686723548e-13,0.0014456588537590984,0.0001528193788700166,1.7201643581468602e-07,0.0002509706320088357,0.0,0.0,0.026606735395383812,0.8791562333060615,0.00023302873244343455,1.4069375837274558e-13,4.1100092571226244e-21,0.06558088084811206,3.1908713558784977e-22,5.504801556591463e-06
1.1960100152885819e-08,0.04813658495077032,3.4545674087614394e-08,1.529558306469999e-05,3.8168375594704333e-13,8.674473359111264e-06,0.054,9.247101726735938e-13,0.001446607434230625,0.00015295529391838627,1.7202218005007634e-07,0.00025095994649840063,0.0,0.0,0.02660566347623007,0.8791556556837565,0.0002332347014134339,1.410637572836923e-13,4.122360247268422e-21,0.06558075462925592,3.203763388314536e-22,5.501226217386483e-06
1.1968783641240013e-08,0.04813658495077032,3.452229913435393e-08,1.529659318493447e-05,3.819746302733967e-13,8.675160729457895e-06,0.054,9.268723040371252e-13,0.0014475559289097797,0.0001530912067691681,1.720279059575236e-07,0.0002509492620647249,0.0,0.0,0.02660459164431549,0.879155078108371,0.0002334406644065449,1.414344143310711e-13,4.1347384185549765e-21,0.06558062841409032,3.216697063571105e-22,5.497655191717142e-06
1.1977467129594207e-08,0.04813658495077032,3.449895325340168e-08,1.5297600712087423e-05,3.8226547240869074e-13,8.675846052721011e-06,0.054,9.290377651075192e-13,0.0014485043378246018,0.0001532271174049226,1.7203361357608245e-07,0.0002509385787079064,0.0,0.0,0.026603519899626917,0.8791545005798992,0.00023364662140186785,1.4180573008899462e-13,4.147143807923812e-21,0.06558050220262691,3.2296724816163146e-22,5.494088471920759e-06
1.19861506179484e-08,0.04813658495077032,3.447563639209851e-08,1.529860565194753e-05,3.825562823676483e-13,8.676529333220171e-06,0.054,9.312065582287417e-13,0.0014494526610030797,0.0001533630258082587,1.720393029446442e-07,0.00025092789642803637,0.0,0.0,0.026602448242151213,0.8791539230983355,0.0002338525723785621,1.4217770513146235e-13,4.159576452332304e-21,0.06558037599487725,3.242689742572376e-22,5.490526050352438e-06
1.1994834106302594e-08,0.04813658495077032,3.445234849784743e-08,1.529960801028714e-05,3.828470601631709e-13,8.677210575263591e-06,0.054,9.33378685744158e-13,0.0014504008984731528,0.00015349893196183348,1.720449741020433e-07,0.0002509172152251999,0.0,0.0,0.026601376671875263,0.879153345663674,0.0002340585173158453,1.4255034003236124e-13,4.172036388753597e-21,0.06558024979085285,3.2557489467150797e-22,5.486967919384934e-06
1.2003517594656788e-08,0.04813658495077032,3.4429089518258064e-08,1.530060779286214e-05,3.831378058098203e-13,8.67788978314816e-06,0.054,9.355541499965299e-13,0.0014513490502627128,0.00015363483584835216,1.7205062708691644e-07,0.00025090653509947543,0.0,0.0,0.026600305188785953,0.8791527682759089,0.0002342644561929934,1.429236353654652e-13,4.184523654176606e-21,0.06558012359056523,3.268850194473997e-22,5.483414071408681e-06
1.2012201083010982e-08,0.04813658495077032,3.440585940096654e-08,1.5301605005412174e-05,3.8342851932063155e-13,8.678566961159423e-06,0.054,9.377329533280174e-13,0.001452297116399601,0.00015377073745056767,1.7205626193789286e-07,0.0002508958560509356,0.0,0.0,0.0265992337928702,0.8791521909350346,0.00023447038898934054,1.4329759170443488e-13,4.197038285606032e-21,0.06557999739402591,3.2819935864329034e-22,5.479864498831828e-06
1.2020884571365176e-08,0.04813658495077032,3.4382658093839704e-08,1.5302599653658506e-05,3.8371920070991175e-13,8.679242113570228e-06,0.054,9.399150980801012e-13,0.001453245096911604,0.00015390663675128688,1.720618786934296e-07,0.000250885178079646,0.0,0.0,0.026598162484114944,0.8791516136410452,0.00023467631568428613,1.4367220962280382e-13,4.2095803200642856e-21,0.06557987120124632,3.2951792233489515e-22,5.476319194082266e-06
1.202956805971937e-08,0.04813658495077032,3.435948554480589e-08,1.5303591743310187e-05,3.840098499911637e-13,8.679915244644963e-06,0.054,9.421005865938084e-13,0.0014541929918264734,0.00015404253373335248,1.7206747739184653e-07,0.0002508745011856675,0.0,0.0,0.026597091262507113,0.8791510363939352,0.00023488223625727297,1.4404748969402008e-13,4.222149794585648e-21,0.06557974501223791,3.308407206095664e-22,5.472778149601236e-06
1.2038251548073564e-08,0.04813658495077032,3.433634170190161e-08,1.5304581280059085e-05,3.8430046717826753e-13,8.680586358636004e-06,0.054,9.442894212095255e-13,0.0014551408011719076,0.0001541784283796577,1.7207305807147077e-07,0.00025086382536905445,0.0,0.0,0.026596020128033682,0.8791504591936988,0.0002350881506878054,1.4442343249141114e-13,4.2347467462211305e-21,0.06557961882701206,3.3216776357108205e-22,5.469241357848637e-06
1.2046935036427758e-08,0.04813658495077032,3.4313226513306714e-08,1.5305568269579627e-05,3.84591052284631e-13,8.681255459783675e-06,0.054,9.46481604266987e-13,0.0014560885249755536,0.00015431432067314696,1.7207862077045266e-07,0.0002508531506298552,0.0,0.0,0.026594949080681628,0.8791498820403298,0.00023529405895544975,1.4480003858818197e-13,4.247371212038733e-21,0.06557949264558022,3.3349906133991514e-22,5.465708811303255e-06
1.2055618524781952e-08,0.04813658495077032,3.429013992732016e-08,1.530655271752998e-05,3.848816053242388e-13,8.681922552316987e-06,0.054,9.486771381053176e-13,0.0014570361632650101,0.0001544502105968126,1.7208416552687025e-07,0.0002508424769681115,0.0,0.0,0.026593878120437956,0.8791493049338232,0.00023549996103983058,1.4517730855742252e-13,4.260023229122363e-21,0.06557936646795368,3.34834624052218e-22,5.462180502461511e-06
1.2064302013136146e-08,0.04813658495077032,3.4267081892354287e-08,1.5307534629552808e-05,3.8517212631041997e-13,8.682587640454271e-06,0.054,9.508760250630574e-13,0.001457983716067828,0.00015458609813369235,1.7208969237872547e-07,0.00025083180438386006,0.0,0.0,0.02659280724728967,0.8791487278741725,0.0002357058569206275,1.455552429721127e-13,4.2727028345711164e-21,0.06557924029414383,3.3617446185912886e-22,5.458656423836486e-06
1.2076986521677135e-08,0.04813658495077032,3.4233450802420805e-08,1.5308964423035085e-05,3.855964507039444e-13,8.68355558206645e-06,0.054,9.540941066375218e-13,0.001459367711468561,0.00015478459313908457,1.7209773369160102e-07,0.0002508162162165417,0.0,0.0,0.026591243113154063,0.8791478850116506,0.000236006610577378,1.4610851053934344e-13,4.2912743798700084e-21,0.06557905599113861,3.3813935049941296e-22,5.453516171672127e-06
1.2089671030218124e-08,0.04813658495077032,3.419988036573951e-08,1.5310388834772253e-05,3.860207067735503e-13,8.684519268694589e-06,0.054,9.573193554563594e-13,0.001460751524599978,0.00015498308296286184,1.7210573699736095e-07,0.0002508006303485415,0.0,0.0,0.02658967916479676,0.8791470422490816,0.0002363073508905939,1.4666319892458216e-13,4.309904988863884e-21,0.06557887169633678,3.4011341488993637e-22,5.448384906900071e-06
1.2102355538759113e-08,0.04813658495077032,3.416637042286452e-08,1.531180788216988e-05,3.8644489456058355e-13,8.685478713359867e-06,0.054,9.605517788018964e-13,0.0014621351555474094,0.00015518156755269023,1.7211370241346212e-07,0.0002507850467799074,0.0,0.0,0.02658811540217746,0.8791461995864476,0.000236608077797589,1.4721930991250501e-13,4.328594777371005e-21,0.06557868740977336,3.420966868502271e-22,5.443262606383045e-06
1.2115040047300102e-08,0.04813658495077032,3.4132920814963466e-08,1.5313221582562033e-05,3.868690141073691e-13,8.686433929034021e-06,0.054,9.637913839537275e-13,0.0014635186043959725,0.00015538004685644626,1.72121630056518e-07,0.0002507694655106628,0.0,0.0,0.026586551825255943,0.8791453570237305,0.00023690879123593257,1.477768452872709e-13,4.347343861280473e-21,0.0655785031314833,3.4408919827029283e-22,5.4381492470613736e-06
1.2127724555841091e-08,0.04813658495077032,3.409953138379981e-08,1.5314629953211248e-05,3.8729306545768006e-13,8.687384928639083e-06,0.054,9.670381781887e-13,0.0014649018712305682,0.0001555785208222169,1.7212952004240607e-07,0.0002507538865408057,0.0,0.0,0.02658498843399206,0.8791445145609129,0.0002372094911434492,1.4833580683251873e-13,4.366152356552497e-21,0.06557831886150138,3.46090981111054e-22,5.433044805953514e-06
1.214040906438208e-08,0.04813658495077032,3.4066201971588815e-08,1.5316033011309388e-05,3.877170486530695e-13,8.688331725047798e-06,0.054,9.702921687809291e-13,0.0014662849561358836,0.0001557769893982977,1.7213737248708812e-07,0.00025073830987031037,0.0,0.0,0.02658342522834574,0.8791436721979765,0.00023751017745821693,1.4889619633136924e-13,4.385020379217937e-21,0.0655781345998623,3.481020674040674e-22,5.427949260154828e-06
1.215309357292307e-08,0.04813658495077032,3.403293242105134e-08,1.5317430773977676e-05,3.881409637336028e-13,8.689274331083633e-06,0.054,9.735533630017914e-13,0.0014676678591963963,0.00015597545253319243,1.7214518750623544e-07,0.00025072273549912676,0.0,0.0,0.02658186220827698,0.8791428299349037,0.00023781085011856626,1.4945801556642342e-13,4.403948045378412e-21,0.06557795034660066,3.501224892517773e-22,5.422862586837877e-06
1.2165778081464059e-08,0.04813658495077032,3.399972257553871e-08,1.531882325826704e-05,3.885648107427408e-13,8.690212759521323e-06,0.054,9.768217681199233e-13,0.0014690505804963695,0.00015617391017561192,1.7215296521439126e-07,0.00025070716342718153,0.0,0.0,0.02658029937374583,0.8791419877716765,0.00023811150906307937,1.5002126631976149e-13,4.422935471206162e-21,0.06557776610175094,3.521522788276184e-22,5.41778476325227e-06
1.2178462590005048e-08,0.04813658495077032,3.396657227894202e-08,1.5320210481158506e-05,3.8898858972467533e-13,8.691147023086876e-06,0.054,9.800973914012246e-13,0.001470433120119858,0.00015637236227447314,1.721607057257156e-07,0.0002506915936543781,0.0,0.0,0.026578736724712438,0.8791411457082772,0.00023841215423058836,1.5058595037294327e-13,4.441982772943939e-21,0.06557758186534744,3.54191468376043e-22,5.412715766724119e-06
1.2191147098546037e-08,0.04813658495077032,3.39334813755899e-08,1.5321592459563723e-05,3.894123007183577e-13,8.69207713445774e-06,0.054,9.83380240108863e-13,0.0014718154781507055,0.0001565708087788979,1.7216840915461637e-07,0.00025067602618059705,0.0,0.0,0.02657717426113701,0.8791403037446878,0.00023871278556017455,1.511520695070081e-13,4.461090066904811e-21,0.06557739763742447,3.562400902124736e-22,5.407655574655335e-06
1.2203831607087026e-08,0.04813658495077032,3.3900449710372446e-08,1.532296921032514e-05,3.898359437642719e-13,8.69300310626329e-06,0.054,9.866703215032711e-13,0.0014731976546725483,0.0001567692496382126,1.7217607561454392e-07,0.00025066046100569677,0.0,0.0,0.026575611982979808,0.8791394618808902,0.00023901340299116707,1.5171962550247445e-13,4.480257469472091e-21,0.06557721341801609,3.5829817672341043e-22,5.402604164523819e-06
1.2216516115628015e-08,0.04813658495077032,3.386747712877248e-08,1.5324340750216296e-05,3.9025951890846e-13,8.69392495108498e-06,0.054,9.899676428421486e-13,0.0014745796497688138,0.00015696768480194664,1.7218370521808871e-07,0.00025064489812951337,0.0,0.0,0.026574049890201176,0.8791386201168669,0.00023931400646314184,1.5228862013933896e-13,4.4994850970992766e-21,0.06557702920715638,3.6036576036655445e-22,5.397561513883188e-06
1.2229200624169004e-08,0.04813658495077032,3.383456347670705e-08,1.5325707095942314e-05,3.906830261892038e-13,8.694842681456141e-06,0.054,9.932722113804604e-13,0.0014759614635227233,0.00015716611421983198,1.7219129807865096e-07,0.0002506293375518614,0.0,0.0,0.02657248798276152,0.8791377784526002,0.00023961459591592075,1.5285905519707602e-13,4.518773066309932e-21,0.0655768450048792,3.624428736708558e-22,5.3925276003618565e-06
1.2241885132709993e-08,0.04813658495077032,3.380170860064376e-08,1.5327068264140127e-05,3.911064656470212e-13,8.695756309862806e-06,0.054,9.965840343704406e-13,0.0014773430960172923,0.00015736453784180194,1.7219885430828187e-07,0.0002506137792725344,0.0,0.0,0.026570926260621314,0.8791369368880718,0.00023991517128957003,1.5343093245463805e-13,4.538121493697551e-21,0.06557666081121835,3.645295492365449e-22,5.3875024016634845e-06
1.2253301190396884e-08,0.04813658495077032,3.377218933923592e-08,1.5328288902427314e-05,3.9148750320866975e-13,8.696575078530829e-06,0.054,9.995708836093698e-13,0.0014785864103541147,0.00015754311410484879,1.7220562368733082e-07,0.00025059977878601994,0.0,0.0,0.02656952086909354,0.8791361795652581,0.00024018567703885962,1.53946856537177e-13,4.555586866508503e-21,0.0655764950443184,3.664157599807313e-22,5.382987155640917e-06
1.2264717248083774e-08,0.04813658495077032,3.3742717451292185e-08,1.532950537237068e-05,3.9186848589829733e-13,8.697390543718704e-06,0.054,1.0025636201092789e-12,0.0014798295779981775,0.00015772168559659595,1.7221236356688014e-07,0.00025058578016078434,0.0,0.0,0.02656811562759764,0.8791354223232052,0.00024045617129235576,1.5446395153822173e-13,4.573101390035045e-21,0.06557632928444944,3.683097664867378e-22,5.378478934476142e-06
1.2276133305770665e-08,0.04813658495077032,3.3713292825956715e-08,1.5330717685958335e-05,3.9224941374639017e-13,8.698202714430754e-06,0.054,1.0055622491513744e-12,0.0014810725990095732,0.00015790025228095957,1.7221907402794634e-07,0.00025057178339663386,0.0,0.0,0.02656671053610492,0.8791346651619,0.00024072665400687058,1.549822187535417e-13,4.590665149418714e-21,0.06557616353163587,3.7021159266850073e-22,5.373977722069454e-06
1.2287549363457555e-08,0.04813658495077032,3.3683915352732645e-08,1.5331925855134482e-05,3.926302867834775e-13,8.699011599640732e-06,0.054,1.0085667760150703e-12,0.001482315473448264,0.00015807881412198575,1.7222575515092992e-07,0.00025055778849336196,0.0,0.0,0.02656530559458675,0.8791339080813295,0.0002409971251393739,1.5550165947856269e-13,4.608278229846666e-21,0.06557599778590198,3.7212126248688397e-22,5.36948350236966e-06
1.2298965421144446e-08,0.04813658495077032,3.365458492145457e-08,1.5333129891799675e-05,3.9301110503931186e-13,8.699817208291803e-06,0.054,1.0115772059779933e-12,0.0014835582013740776,0.00015825737108385006,1.7223240701617645e-07,0.0002505437954507491,0.0,0.0,0.02656390080301454,0.8791331510814808,0.00024126758464699253,1.560222750083666e-13,4.625940716551614e-21,0.06557583204727205,3.740387999497127e-22,5.3649962593736885e-06
1.2310381478831336e-08,0.04813658495077032,3.3625301422283794e-08,1.5334329807810994e-05,3.933918685438797e-13,8.700619549296719e-06,0.054,1.0145935443159788e-12,0.001484800782846711,0.00015843592313085673,1.7223902970381192e-07,0.00025052980426856303,0.0,0.0,0.026562496161359733,0.8791323941623409,0.00024153803248700976,1.5654406663769152e-13,4.643652694811754e-21,0.06557566631577029,3.7596422911181103e-22,5.360515977126471e-06
1.2321797536518227e-08,0.04813658495077032,3.3596064745718244e-08,1.533552561498222e-05,3.93772577327104e-13,8.701418631537984e-06,0.054,1.017615796303074e-12,0.0014860432179257294,0.00015861447022743835,1.7224562329356412e-07,0.00025051581494655906,0.0,0.0,0.026561091669593813,0.8791316373238968,0.00024180846861686484,1.5706703566093108e-13,4.661414249950706e-21,0.06557550059142075,3.7789757407504126e-22,5.356042639720846e-06
1.2333213594205117e-08,0.04813658495077032,3.3566874782590626e-08,1.5336717325084064e-05,3.9415323141880234e-13,8.702214463867954e-06,0.054,1.0206439672115386e-12,0.001487285506670567,0.00015879301233815525,1.7225218786490258e-07,0.00025050182748447984,0.0,0.0,0.026559687327688312,0.8791308805661356,0.0002420788929941519,1.5759118337213442e-13,4.6792254673374635e-21,0.06557533487424752,3.7983885898833923e-22,5.35157623129732e-06
1.2344629651892008e-08,0.04813658495077032,3.353773142406287e-08,1.53379049498443e-05,3.945338308487713e-13,8.703007055108941e-06,0.054,1.0236780623118429e-12,0.0014885276491405277,0.0001589715494276949,1.7225872349706523e-07,0.00025048784188205656,0.0,0.0,0.026558283135614803,0.8791301238890442,0.00024234930557661977,1.5811651106500597e-13,4.697086432386309e-21,0.06557516916427454,3.817881080477498e-22,5.347116736043887e-06
1.2356045709578898e-08,0.04813658495077032,3.3508634561625634e-08,1.5339088500948035e-05,3.949143756467538e-13,8.703796414053371e-06,0.054,1.0267180868726714e-12,0.001489769645394787,0.00015915008146087168,1.722652302689891e-07,0.00025047385813900774,0.0,0.0,0.026556879093344882,0.8791293672926098,0.00024261970632217112,1.5864302003290535e-13,4.714997230556763e-21,0.06557500346152571,3.837453454964621e-22,5.342664138195884e-06
1.2367461767265789e-08,0.04813658495077032,3.34795840870989e-08,1.5340267990037827e-05,3.9529486584243597e-13,8.704582549463895e-06,0.054,1.0297640461609198e-12,0.0014910114954923893,0.00015932860840262594,1.7227170825932678e-07,0.0002504598762550408,0.0,0.0,0.026555475200850213,0.8791286107768193,0.0002428900951888619,1.5917071156884712e-13,4.732957947353521e-21,0.06557483776602481,3.857105956248459e-22,5.338218422035802e-06
1.237887782495268e-08,0.04813658495077032,3.3450579892630254e-08,1.534144342871394e-05,3.9567530146545814e-13,8.70536547007351e-06,0.054,1.0328159454416996e-12,0.0014922531994922504,0.0001595071302180238,1.7227815754647282e-07,0.0002504458962298511,0.0,0.0,0.02655407145810247,0.8791278543416596,0.0002431604721349007,1.5969958696550037e-13,4.750968668326381e-21,0.06557467207779562,3.8768388277048797e-22,5.333779571893109e-06
1.240170994032646e-08,0.04813658495077032,3.3392709914084945e-08,1.5343782201015516e-05,3.96436009111822e-13,8.706921701674449e-06,0.054,1.0389375850323656e-12,0.0014947361694337754,0.0001598641583306403,1.7229097032339375e-07,0.0002504179417545287,0.0,0.0,0.02655126442173475,0.8791263417131814,0.0002437011900986161,1.607608945098902e-13,4.787140465224774e-21,0.06557434072324701,3.9165466570019533e-22,5.324922407211669e-06
1.2424542055700241e-08,0.04813658495077032,3.333502376966705e-08,1.5346104909815266e-05,3.97196498821945e-13,8.708465178131755e-06,0.054,1.0450830477298454e-12,0.0014972185556881353,0.00016022116552174426,1.7230366922147193e-07,0.00025038999471038015,0.0,0.0,0.026548457984016005,0.8791248294070714,0.00024424185988201566,1.6182695300051433e-13,4.823513306550113e-21,0.06557400939806836,3.9565788993198555e-22,5.316092519720467e-06
1.2447374171074022e-08,0.04813658495077032,3.3277520608213306e-08,1.5348411646410375e-05,3.9795677083111877e-13,8.709995968254335e-06,0.054,1.0512523755907658e-12,0.001499700358722075,0.00016057815151633697,1.7231625485810064e-07,0.00025036205509457117,0.0,0.0,0.026545652144721155,0.8791233174232259,0.00024478248115620063,1.628977727662742e-13,4.860087878318258e-21,0.06557367810244707,3.996937518700285e-22,5.307289785729202e-06
1.2470206286447803e-08,0.04813658495077032,3.32201995836831e-08,1.535070250143857e-05,3.9871682537383417e-13,8.7115141403883e-06,0.054,1.0574456106432204e-12,0.0015021815790003258,0.00016093511604138176,1.723287278464391e-07,0.00025033412290409896,0.0,0.0,0.0265428469036257,0.8791218057615414,0.0002453230535946554,1.6397336413052723e-13,4.8968648672607336e-21,0.0655733468365694,4.037624486774084e-22,5.29851408228293e-06
1.2493038401821584e-08,0.04813658495077032,3.316305985511984e-08,1.535297756488399e-05,3.994766626837823e-13,8.71301976242074e-06,0.054,1.0636627948867856e-12,0.0015046622169856232,0.0001612920588257883,1.723410887954248e-07,0.00025030619813579764,0.0,0.0,0.026540042260505742,0.8791202944219145,0.00024586357687322933,1.6505373741108018e-13,4.933844960822733e-21,0.06557301560062043,4.0786417827726903e-22,5.2897652871567355e-06
